username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-01-31 16:03;0;0;"RT ANCALERTS "Cathy__Yang ON THE PHONE: karlathea give updates on the situation in Albay as Mayon spews more lava and ash. # BantayMayon pic.twitter.com/rsklTMiQ2Q"";;;#;"958611711283654656";https://twitter.com/RielHolganza/status/958611711283654656
;2018-01-31 15:56;2;4;"# ANCRecap: Mayon Volcano spews more ash and lava anew. Thea Omelan reports. # MEWCY # BantayMayon pic.twitter.com/q91bDX582c";;;# # #;"958609876342661120";https://twitter.com/ANCALERTS/status/958609876342661120
;2018-01-31 15:52;0;1;"ON THE PHONE: @ karlathea give updates on the situation in Albay as Mayon spews more lava and ash. # BantayMayon pic.twitter.com/5sU5vg8BVy";;@;#;"958608940236877824";https://twitter.com/ANCALERTS/status/958608940236877824
;2018-01-31 14:30;2;9;"2 beses nang sumabog ang Bulkang Mayon ngayong Miyerkoles ng umaga habang patuloy naman ang lava fountaining nito. | Ulat ni Thea Omelan, ABS-CBN News # HeadlinePilipinas # BantayMayon pic.twitter.com/iT7pQCjJCG";;;# #;"958588333327822848";https://twitter.com/DZMMTeleRadyo/status/958588333327822848
;2018-01-31 13:04;0;2;"# bantaymayon #buhaycameraman#abscbndigitalnewsgathering # dng… https://www.instagram.com/p/BemeuiolMN6/";;;# #buhaycameraman #abscbndigitalnewsgathering #;"958566621978734592";https://twitter.com/VALSHOOTER72/status/958566621978734592
;2018-01-31 12:42;0;2;"# HeadlinePilipinas Lava fountaining ng Bulkang Mayon, patuloy | Ulat mula kay @ karlathea # BantayMayon pic.twitter.com/NwLyvXVL42";;@;# #;"958561068229513216";https://twitter.com/DZMMTeleRadyo/status/958561068229513216
;2018-01-31 12:41;0;0;"# HeadlinePilipinas Pananatili sa evacuation centers ng mga lumikas dahil sa pag-aalburoto ng Bulkang Mayon, pinangangambahang magtatagal pa # BantayMayon pic.twitter.com/TsgRUdpEj3";;;# #;"958560840864751616";https://twitter.com/DZMMTeleRadyo/status/958560840864751616
;2018-01-31 12:14;1;0;"# RadyoPatrol DOLE, nagpapatupad ng emergency employment sa mga naapektuhan ng pag-aalboroto ng Bulkang Mayon # BantayMayon | Ulat ni @ RayaCapulongpic.twitter.com/IZsbIK3mu9";;@;# #;"958554011245862912";https://twitter.com/DZMMTeleRadyo/status/958554011245862912
;2018-01-31 12:12;0;2;"# RadyoPatrol PH Red Cross, nagtayo ng mga karagdagang palikuran para sa Albay evacuees # BantayMayon pic.twitter.com/do4GLkLDvD";;;# #;"958553563042537472";https://twitter.com/DZMMTeleRadyo/status/958553563042537472
;2018-01-31 12:11;0;2;"# RadyoPatrol Camalig, matindi pa rin ang alikabok dahil sa ashfall nitong Martes # BantayMayon pic.twitter.com/FQ843i3Y7R";;;# #;"958553241595162625";https://twitter.com/DZMMTeleRadyo/status/958553241595162625
;2018-01-31 11:28;3;8;". @ philredcross, nagtatayo ng mga karagdagang palikuran sa evacuation centers sa Albay para mga lumikas na residente dahil sa pag-aalboroto ng Bulkang Mayon | Ulat ni @ RayaCapulong # BantayMayon pic.twitter.com/f3hJeBl3jl";;@ @;#;"958542355866333186";https://twitter.com/DZMMTeleRadyo/status/958542355866333186
;2018-01-31 07:20;0;8;"INSET: Lava flows from the Mayon Volcano. # BantayMayon pic.twitter.com/BL6UYr2eZZ";;;#;"958480084666499072";https://twitter.com/ANCALERTS/status/958480084666499072
;2018-01-31 06:22;1;10;"TINGNAN: Sitwasyon sa Bulkang Mayon ngayong Miyerkoles ng umaga # BantayMayon pic.twitter.com/gVGzvXnFkt";;;#;"958465471312887808";https://twitter.com/DZMMTeleRadyo/status/958465471312887808
;2018-01-31 06:09;2;13;"# BantayMayon: Jose Carretero gives updates on the Mayon Volcano spewing lava, ash anew. pic.twitter.com/oLzR7HBWWj";;;#;"958462166155214848";https://twitter.com/ANCALERTS/status/958462166155214848
